,Households,Population,Total_rooms,Total_bedrooms,Longitude,Latitude,Median_income,Median_house_value,Ocean_proximity
15132,586.0,1124.0,2724.0,593.0,-122.66,38.48,2.825,186200.0,<1H OCEAN
15133,586.0,2065.0,2861.0,613.0,-118.91,34.4,3.2024,176100.0,<1H OCEAN
15134,586.0,1411.0,3078.0,597.0,-122.49,38.31,3.25,195500.0,<1H OCEAN
15135,586.0,1702.0,2795.0,606.0,-118.57,34.22,3.7798,258400.0,<1H OCEAN
15136,586.0,1969.0,2650.0,600.0,-121.82,37.25,3.9461,194300.0,<1H OCEAN
15137,586.0,1590.0,3082.0,573.0,-118.5,34.23,4.5167,319000.0,<1H OCEAN
15138,586.0,1867.0,3810.0,662.0,-118.22,34.66,4.9,152400.0,INLAND
15139,586.0,1408.0,3253.0,573.0,-117.68,35.64,5.2043,95700.0,INLAND
15140,586.0,1382.0,2874.0,592.0,-117.73,33.63,5.5137,161800.0,<1H OCEAN
15141,586.0,1878.0,4156.0,609.0,-121.79,37.99,5.6506,178600.0,INLAND
15142,586.0,1528.0,3905.0,583.0,-121.7,36.55,7.6245,336600.0,<1H OCEAN
15143,586.0,1929.0,4960.0,592.0,-118.54,34.26,10.9052,500001.0,<1H OCEAN
15144,587.0,1694.0,3481.0,840.0,-116.9,34.52,1.4,77700.0,INLAND
15145,587.0,1545.0,1889.0,651.0,-118.2,33.78,1.7064,175000.0,NEAR OCEAN
15146,587.0,2382.0,1802.0,613.0,-118.26,34.07,1.8438,185900.0,<1H OCEAN
15147,587.0,962.0,2383.0,607.0,-117.15,32.74,2.2578,263600.0,NEAR OCEAN
15148,587.0,2248.0,2134.0,650.0,-118.21,33.95,2.2988,153400.0,<1H OCEAN
15149,587.0,865.0,1901.0,679.0,-118.51,33.98,2.3417,425000.0,<1H OCEAN
15150,587.0,1666.0,2089.0,641.0,-121.92,37.32,2.3633,198400.0,<1H OCEAN
15151,587.0,1255.0,2280.0,610.0,-122.07,37.66,2.6719,161200.0,NEAR BAY
15152,587.0,1437.0,2767.0,612.0,-117.05,32.75,2.8306,142900.0,NEAR OCEAN
15153,587.0,1491.0,2421.0,671.0,-118.31,33.88,3.5644,242300.0,<1H OCEAN
15154,587.0,2110.0,3148.0,597.0,-117.97,33.78,3.9479,203800.0,<1H OCEAN
15155,587.0,1538.0,3425.0,629.0,-121.38,38.41,4.45,138700.0,INLAND
15156,587.0,1676.0,3096.0,628.0,-118.15,33.93,4.6583,207300.0,<1H OCEAN
15157,587.0,1788.0,3716.0,563.0,-117.19,32.86,5.2113,267400.0,NEAR OCEAN
15158,587.0,1738.0,3819.0,550.0,-121.28,38.77,5.8718,201400.0,INLAND
15159,587.0,1471.0,3393.0,574.0,-118.58,34.17,6.2064,334900.0,<1H OCEAN
15160,587.0,1728.0,4382.0,618.0,-119.81,34.47,7.4734,432200.0,NEAR OCEAN
15161,588.0,1513.0,3009.0,733.0,-121.44,38.62,1.4387,61000.0,INLAND
15162,588.0,2248.0,2109.0,531.0,-121.26,37.93,1.4583,53000.0,INLAND
15163,588.0,1746.0,2911.0,597.0,-119.28,35.99,1.7372,51000.0,INLAND
15164,588.0,2133.0,2660.0,672.0,-118.29,33.97,1.7734,107300.0,<1H OCEAN
15165,588.0,1616.0,2603.0,576.0,-122.2,39.75,2.0192,63700.0,INLAND
15166,588.0,1969.0,2931.0,716.0,-119.0,35.35,2.2155,62100.0,INLAND
15167,588.0,1412.0,1908.0,628.0,-118.21,34.14,2.2267,189800.0,<1H OCEAN
15168,588.0,1606.0,3117.0,616.0,-120.78,38.73,2.9844,127900.0,INLAND
15169,588.0,1340.0,3045.0,689.0,-119.72,36.8,3.1953,85700.0,INLAND
15170,588.0,1349.0,2059.0,659.0,-118.44,34.03,3.2396,352400.0,<1H OCEAN
15171,588.0,2377.0,2574.0,614.0,-122.32,37.57,3.2891,237900.0,NEAR OCEAN
15172,588.0,1702.0,2642.0,640.0,-118.0,33.81,3.5268,174700.0,<1H OCEAN
15173,588.0,1804.0,3257.0,574.0,-120.94,37.6,3.5331,102900.0,INLAND
15174,588.0,1304.0,2582.0,606.0,-118.3,33.73,3.5694,276400.0,NEAR OCEAN
15175,588.0,1666.0,3228.0,562.0,-122.03,38.01,4.5707,175900.0,NEAR BAY
15176,588.0,1227.0,3359.0,643.0,-118.04,34.13,4.645,276200.0,INLAND
15177,588.0,1739.0,3410.0,583.0,-121.9,37.27,5.0714,255600.0,<1H OCEAN
15178,588.0,1435.0,2974.0,623.0,-122.12,37.44,5.485,406300.0,NEAR BAY
15179,588.0,1762.0,3952.0,647.0,-118.63,34.21,5.5709,244800.0,<1H OCEAN
15180,588.0,1957.0,3508.0,585.0,-118.49,34.28,6.6458,285500.0,<1H OCEAN
15181,588.0,1741.0,3856.0,567.0,-118.01,33.7,7.248,302700.0,<1H OCEAN
15182,588.0,2042.0,4025.0,574.0,-117.76,33.7,7.9125,344900.0,<1H OCEAN
15183,588.0,1808.0,4814.0,643.0,-117.64,33.63,8.798,436600.0,<1H OCEAN
15184,589.0,1422.0,2858.0,612.0,-122.29,40.47,1.9657,63000.0,INLAND
15185,589.0,1351.0,1848.0,667.0,-118.31,34.06,2.0547,410000.0,<1H OCEAN
15186,589.0,1987.0,1453.0,588.0,-118.3,34.05,2.096,187500.0,<1H OCEAN
15187,589.0,2388.0,3337.0,687.0,-117.27,34.13,2.9628,87800.0,INLAND
15188,589.0,3232.0,2291.0,594.0,-117.88,33.73,3.2037,163500.0,<1H OCEAN
15189,589.0,1717.0,2833.0,628.0,-117.67,34.05,3.2062,167500.0,INLAND
15190,589.0,1559.0,3109.0,594.0,-117.09,32.73,3.5789,120300.0,NEAR OCEAN
15191,589.0,1305.0,2866.0,617.0,-122.3,37.91,3.6321,209100.0,NEAR BAY
15192,589.0,1191.0,2960.0,623.0,-122.43,37.75,3.95,347700.0,NEAR BAY
15193,589.0,1645.0,3833.0,595.0,-116.99,32.76,4.625,273500.0,<1H OCEAN
15194,589.0,1807.0,3079.0,579.0,-119.3,34.39,4.69,199300.0,NEAR OCEAN
15195,589.0,1623.0,3030.0,574.0,-121.82,37.26,5.1356,218700.0,<1H OCEAN
15196,589.0,1311.0,3053.0,623.0,-118.38,33.82,5.1589,439200.0,NEAR OCEAN
15197,589.0,2280.0,4265.0,587.0,-117.62,34.02,5.5632,195100.0,INLAND
15198,589.0,1944.0,3671.0,567.0,-121.82,37.24,6.0538,241000.0,<1H OCEAN
15199,589.0,1605.0,4227.0,641.0,-117.82,33.66,6.4238,278400.0,<1H OCEAN
15200,589.0,1766.0,4095.0,578.0,-118.01,33.73,6.7418,302500.0,<1H OCEAN
15201,589.0,2130.0,4154.0,560.0,-117.97,33.73,7.2845,301800.0,<1H OCEAN
15202,590.0,1630.0,1494.0,610.0,-122.42,37.76,1.65,265000.0,NEAR BAY
15203,590.0,1880.0,2701.0,708.0,-118.29,33.94,1.6716,123800.0,<1H OCEAN
15204,590.0,1337.0,2162.0,658.0,-118.13,34.16,2.2095,176700.0,<1H OCEAN
15205,590.0,1873.0,3412.0,667.0,-120.58,40.37,2.2661,61800.0,INLAND
15206,590.0,1940.0,2972.0,635.0,-120.46,37.29,2.3594,72300.0,INLAND
15207,590.0,2202.0,3000.0,628.0,-119.4,36.55,2.5141,67400.0,INLAND
15208,590.0,1107.0,2219.0,686.0,-118.48,33.99,2.5523,387500.0,<1H OCEAN
15209,590.0,1237.0,2254.0,642.0,-120.65,35.27,2.6208,227100.0,NEAR OCEAN
15210,590.0,1640.0,4527.0,875.0,-116.72,34.89,2.8594,81700.0,INLAND
15211,590.0,1328.0,4450.0,939.0,-122.98,38.44,3.1,162100.0,<1H OCEAN
15212,590.0,1509.0,2885.0,595.0,-117.42,33.93,3.1795,125600.0,INLAND
15213,590.0,982.0,2335.0,604.0,-117.16,32.74,3.1921,261500.0,NEAR OCEAN
15214,590.0,1529.0,3239.0,647.0,-118.58,34.24,3.2426,236900.0,<1H OCEAN
15215,590.0,1681.0,3532.0,618.0,-117.2,34.12,3.5,113900.0,INLAND
15216,590.0,1090.0,2900.0,667.0,-118.43,34.15,3.7125,447400.0,<1H OCEAN
15217,590.0,1704.0,3064.0,588.0,-122.74,38.45,3.9329,170900.0,<1H OCEAN
15218,590.0,1714.0,3568.0,646.0,-121.39,38.85,4.0862,162700.0,INLAND
15219,590.0,1970.0,3027.0,604.0,-118.42,34.32,4.3409,156000.0,<1H OCEAN
15220,590.0,1817.0,3747.0,586.0,-121.27,38.7,4.6488,145300.0,INLAND
15221,590.0,1373.0,3052.0,587.0,-121.91,37.31,4.7287,340000.0,<1H OCEAN
15222,590.0,1720.0,3519.0,583.0,-116.97,32.75,4.7973,186900.0,<1H OCEAN
15223,590.0,1316.0,4048.0,663.0,-122.25,37.86,5.3794,376900.0,NEAR BAY
15224,590.0,1818.0,3810.0,579.0,-118.03,33.77,5.8053,255900.0,<1H OCEAN
15225,590.0,1850.0,4949.0,626.0,-122.12,37.94,10.4549,500001.0,NEAR BAY
15226,591.0,1182.0,2501.0,651.0,-117.65,34.07,1.4464,113200.0,INLAND
15227,591.0,2379.0,2178.0,629.0,-117.77,34.06,1.9766,108000.0,INLAND
15228,591.0,1820.0,2559.0,598.0,-121.77,38.68,2.1927,107900.0,INLAND
15229,591.0,1188.0,2416.0,620.0,-122.43,37.77,2.3887,337500.0,NEAR BAY
15230,591.0,1830.0,3081.0,635.0,-119.07,35.27,2.5804,97900.0,INLAND
15231,591.0,2047.0,2758.0,675.0,-118.28,33.88,2.6618,179700.0,<1H OCEAN
15232,591.0,2038.0,2532.0,627.0,-118.36,33.95,2.875,177500.0,<1H OCEAN
15233,591.0,1946.0,2859.0,668.0,-117.68,34.03,3.0396,124300.0,INLAND
15234,591.0,1448.0,2951.0,647.0,-122.47,37.78,3.1392,422400.0,NEAR BAY
15235,591.0,1704.0,3268.0,641.0,-117.97,33.79,3.6849,211400.0,<1H OCEAN
15236,591.0,1299.0,3220.0,603.0,-122.71,38.46,3.9261,213300.0,<1H OCEAN
15237,591.0,1144.0,3114.0,637.0,-122.44,37.75,4.0,375000.0,NEAR BAY
15238,591.0,1784.0,3272.0,618.0,-117.89,33.99,4.0324,211300.0,<1H OCEAN
15239,591.0,2089.0,4159.0,608.0,-119.08,35.42,5.5261,132000.0,INLAND
15240,591.0,1651.0,3878.0,665.0,-118.89,34.22,5.5402,264600.0,<1H OCEAN
15241,591.0,1457.0,3675.0,613.0,-118.08,33.8,6.0553,369400.0,<1H OCEAN
15242,591.0,1645.0,3812.0,595.0,-118.24,34.24,7.585,380100.0,<1H OCEAN
15243,591.0,1981.0,4909.0,577.0,-121.89,37.49,9.7194,500001.0,<1H OCEAN
15244,592.0,1302.0,1999.0,651.0,-117.09,32.64,1.6321,57500.0,NEAR OCEAN
15245,592.0,2732.0,2581.0,628.0,-119.29,36.54,1.8429,58300.0,INLAND
15246,592.0,1614.0,2857.0,619.0,-119.74,36.79,2.1573,71400.0,INLAND
15247,592.0,1346.0,3730.0,827.0,-116.6,33.49,2.183,113500.0,INLAND
15248,592.0,1127.0,2352.0,610.0,-121.38,38.62,2.2,116500.0,INLAND
15249,592.0,2623.0,2360.0,607.0,-117.65,34.04,2.5048,100000.0,INLAND
15250,592.0,2199.0,3027.0,608.0,-119.35,36.52,2.6445,62000.0,INLAND
15251,592.0,1569.0,4610.0,,-117.31,34.25,2.7663,97900.0,INLAND
15252,592.0,2015.0,2799.0,637.0,-120.61,35.1,3.0536,143600.0,<1H OCEAN
15253,592.0,1026.0,2075.0,687.0,-118.49,34.02,3.1635,366700.0,<1H OCEAN
15254,592.0,1461.0,2388.0,619.0,-118.14,33.79,3.1711,215400.0,NEAR OCEAN
15255,592.0,2266.0,3292.0,608.0,-117.05,32.71,3.2986,119200.0,NEAR OCEAN
15256,592.0,2009.0,2146.0,573.0,-118.36,33.96,3.6583,177300.0,<1H OCEAN
15257,592.0,2259.0,2673.0,578.0,-117.91,34.12,3.7846,145500.0,<1H OCEAN
15258,592.0,1881.0,4439.0,616.0,-118.87,34.21,6.2935,258000.0,<1H OCEAN
15259,592.0,1723.0,3670.0,536.0,-117.12,32.95,6.3542,218100.0,<1H OCEAN
15260,592.0,1915.0,4386.0,593.0,-117.86,33.89,6.6897,289800.0,<1H OCEAN
15261,593.0,1108.0,1989.0,634.0,-118.35,34.09,1.6081,288900.0,<1H OCEAN
15262,593.0,2028.0,1612.0,650.0,-118.3,34.05,1.9152,115600.0,<1H OCEAN
15263,593.0,1822.0,2654.0,667.0,-117.24,34.12,2.1563,72300.0,INLAND
15264,593.0,2106.0,2410.0,641.0,-118.17,33.97,2.2422,168200.0,<1H OCEAN
15265,593.0,2034.0,3225.0,635.0,-119.23,35.77,2.4044,72500.0,INLAND
15266,593.0,2231.0,2025.0,618.0,-118.29,33.91,2.4741,151200.0,<1H OCEAN
15267,593.0,1440.0,2975.0,628.0,-121.34,38.56,2.9896,118600.0,INLAND
15268,593.0,1421.0,2594.0,622.0,-122.46,37.78,3.0265,350000.0,NEAR BAY
15269,593.0,2131.0,3616.0,631.0,-117.36,34.09,3.2879,95500.0,INLAND
15270,593.0,1758.0,2838.0,649.0,-117.96,33.83,3.3831,197400.0,<1H OCEAN
15271,593.0,1342.0,3342.0,644.0,-120.6,35.12,3.4509,217700.0,<1H OCEAN
15272,593.0,2042.0,2377.0,600.0,-118.08,33.84,3.625,170400.0,<1H OCEAN
15273,593.0,1342.0,3839.0,852.0,-118.53,34.37,3.9118,333700.0,<1H OCEAN
15274,593.0,1435.0,2819.0,648.0,-118.45,34.04,3.9489,360200.0,<1H OCEAN
15275,593.0,1464.0,3415.0,608.0,-117.01,32.76,4.0549,223700.0,<1H OCEAN
15276,593.0,1632.0,3875.0,668.0,-121.2,38.67,4.6902,171000.0,INLAND
15277,593.0,1722.0,3765.0,612.0,-117.21,33.19,4.8152,218500.0,<1H OCEAN
15278,593.0,1936.0,3242.0,595.0,-117.14,32.92,4.9706,184700.0,<1H OCEAN
15279,593.0,2000.0,3620.0,607.0,-117.04,32.62,4.9962,156000.0,NEAR OCEAN
15280,593.0,1321.0,3597.0,664.0,-121.91,37.29,5.3077,351400.0,<1H OCEAN
15281,593.0,1753.0,3577.0,581.0,-122.03,38.0,5.7295,178300.0,NEAR BAY
15282,593.0,1912.0,3935.0,625.0,-117.84,33.89,5.7951,226900.0,<1H OCEAN
15283,593.0,1993.0,3638.0,557.0,-117.84,33.98,6.1076,221200.0,<1H OCEAN
15284,593.0,1143.0,2959.0,639.0,-118.41,33.89,6.348,500001.0,<1H OCEAN
15285,593.0,1251.0,3251.0,656.0,-118.43,34.07,7.7382,500001.0,<1H OCEAN
15286,594.0,3020.0,2324.0,658.0,-118.19,34.06,1.1868,93800.0,<1H OCEAN
15287,594.0,2258.0,1925.0,597.0,-118.15,34.16,1.6921,162500.0,<1H OCEAN
15288,594.0,2807.0,2804.0,581.0,-115.52,32.67,2.0625,67700.0,INLAND
15289,594.0,1317.0,2516.0,611.0,-117.06,32.75,2.2308,125900.0,NEAR OCEAN
15290,594.0,1647.0,3265.0,658.0,-122.2,39.53,2.3566,71000.0,INLAND
15291,594.0,1290.0,3263.0,604.0,-121.83,39.74,2.575,130300.0,INLAND
15292,594.0,1533.0,2815.0,679.0,-118.35,34.05,2.5806,234100.0,<1H OCEAN
15293,594.0,1539.0,2549.0,630.0,-118.31,34.08,2.6218,350900.0,<1H OCEAN
15294,594.0,2399.0,2410.0,616.0,-118.16,33.9,2.7339,156700.0,<1H OCEAN
15295,594.0,1910.0,3263.0,651.0,-118.73,36.01,2.8603,128900.0,INLAND
15296,594.0,1034.0,2290.0,662.0,-117.23,32.87,3.0104,204200.0,NEAR OCEAN
15297,594.0,1004.0,2143.0,697.0,-118.17,33.77,3.0153,220000.0,NEAR OCEAN
15298,594.0,2640.0,3073.0,617.0,-117.98,34.09,3.5,161300.0,INLAND
15299,594.0,1289.0,3377.0,623.0,-121.52,38.53,3.5737,171200.0,INLAND
15300,594.0,1191.0,2956.0,590.0,-122.24,37.49,3.7463,427600.0,NEAR OCEAN
15301,594.0,1317.0,3192.0,612.0,-122.02,37.94,4.125,267100.0,NEAR BAY
15302,594.0,1370.0,2713.0,624.0,-122.42,37.74,4.6547,325700.0,NEAR BAY
15303,594.0,2036.0,4157.0,586.0,-117.58,33.92,6.155,246400.0,INLAND
15304,594.0,1938.0,4862.0,597.0,-118.88,34.2,7.3409,316000.0,<1H OCEAN
15305,595.0,1342.0,2551.0,594.0,-119.03,35.36,1.9671,76800.0,INLAND
15306,595.0,2567.0,2272.0,694.0,-118.27,33.77,1.9964,150600.0,NEAR OCEAN
15307,595.0,1206.0,2555.0,665.0,-122.26,37.84,2.0804,226700.0,NEAR BAY
15308,595.0,2682.0,2201.0,636.0,-118.16,34.03,2.359,143400.0,<1H OCEAN
15309,595.0,1393.0,2837.0,617.0,-117.41,33.96,2.3798,118800.0,INLAND
15310,595.0,3328.0,1499.0,574.0,-117.85,33.73,2.4539,115000.0,<1H OCEAN
15311,595.0,1886.0,2391.0,605.0,-121.86,37.35,2.5551,182100.0,<1H OCEAN
15312,595.0,2660.0,2491.0,616.0,-117.99,34.06,2.564,145800.0,INLAND
15313,595.0,1423.0,3012.0,616.0,-120.98,37.66,2.6346,100600.0,INLAND
15314,595.0,1603.0,3077.0,607.0,-121.2,38.69,2.7174,137500.0,INLAND
15315,595.0,2791.0,3890.0,586.0,-117.11,32.8,3.2197,67500.0,NEAR OCEAN
15316,595.0,1459.0,2647.0,658.0,-118.3,33.72,3.4474,253400.0,NEAR OCEAN
15317,595.0,1569.0,3249.0,613.0,-120.59,37.35,3.5393,88000.0,INLAND
15318,595.0,1904.0,3038.0,592.0,-116.95,32.82,3.8024,144900.0,<1H OCEAN
15319,595.0,1879.0,3229.0,616.0,-118.13,34.05,3.9531,268400.0,<1H OCEAN
15320,595.0,1414.0,3207.0,647.0,-117.82,33.8,4.0484,165600.0,<1H OCEAN
15321,595.0,1413.0,2973.0,622.0,-122.1,37.7,4.3819,209200.0,NEAR BAY
15322,595.0,1862.0,3416.0,624.0,-121.6,36.88,4.7813,241500.0,<1H OCEAN
15323,595.0,1720.0,4379.0,629.0,-117.21,34.51,5.086,148400.0,INLAND
15324,595.0,1961.0,3842.0,609.0,-118.02,33.74,6.128,248200.0,<1H OCEAN
15325,595.0,1660.0,4589.0,594.0,-117.34,33.94,7.4141,236500.0,INLAND
15326,596.0,1766.0,2608.0,636.0,-118.29,33.99,1.5846,114800.0,<1H OCEAN
15327,596.0,1472.0,2361.0,618.0,-117.25,33.2,2.0625,124500.0,<1H OCEAN
15328,596.0,2537.0,3008.0,629.0,-118.22,33.79,2.3,137500.0,NEAR OCEAN
15329,596.0,2007.0,2038.0,629.0,-122.42,37.76,2.5701,266700.0,NEAR BAY
15330,596.0,2294.0,2799.0,,-120.93,37.73,2.6343,81500.0,INLAND
15331,596.0,1960.0,2874.0,612.0,-120.84,37.48,2.7381,104600.0,INLAND
15332,596.0,1042.0,1965.0,631.0,-118.46,34.03,2.75,327300.0,<1H OCEAN
15333,596.0,2591.0,3511.0,632.0,-119.06,34.23,3.0219,221700.0,<1H OCEAN
15334,596.0,1951.0,2492.0,611.0,-117.99,34.15,3.1304,185600.0,INLAND
15335,596.0,1275.0,2415.0,653.0,-117.23,32.75,3.1389,101800.0,NEAR OCEAN
15336,596.0,1645.0,3390.0,691.0,-122.39,37.76,3.7051,253700.0,NEAR BAY
15337,596.0,1993.0,3655.0,598.0,-121.06,37.66,4.6053,150100.0,INLAND
15338,596.0,1334.0,2813.0,567.0,-117.87,33.78,4.7208,173500.0,<1H OCEAN
15339,596.0,1380.0,2844.0,623.0,-122.47,37.79,4.75,500001.0,NEAR BAY
15340,596.0,2142.0,5127.0,631.0,-117.98,33.7,7.8195,390500.0,<1H OCEAN
15341,597.0,1347.0,1635.0,553.0,-117.1,32.67,1.2745,92900.0,NEAR OCEAN
15342,597.0,743.0,1995.0,637.0,-118.08,33.76,1.4617,46900.0,<1H OCEAN
15343,597.0,1974.0,1562.0,648.0,-118.29,34.09,1.9766,112500.0,<1H OCEAN
15344,597.0,2074.0,2048.0,585.0,-118.16,33.78,2.0156,152700.0,NEAR OCEAN
15345,597.0,1611.0,2704.0,698.0,-117.31,34.51,2.0243,82300.0,INLAND
15346,597.0,1480.0,2273.0,663.0,-118.28,34.09,2.3333,196500.0,<1H OCEAN
15347,597.0,1428.0,2514.0,729.0,-122.43,37.77,2.3977,412500.0,NEAR BAY
15348,597.0,1906.0,1887.0,664.0,-121.83,37.32,2.5652,165300.0,<1H OCEAN
15349,597.0,2386.0,2172.0,605.0,-118.15,34.02,2.8239,150600.0,<1H OCEAN
15350,597.0,1341.0,3032.0,631.0,-121.51,38.55,2.8417,137900.0,INLAND
15351,597.0,2488.0,2199.0,609.0,-118.37,34.2,2.9861,171800.0,<1H OCEAN
15352,597.0,2305.0,2288.0,607.0,-118.53,34.38,3.227,136100.0,<1H OCEAN
15353,597.0,1693.0,3675.0,672.0,-117.22,33.22,3.3882,190800.0,<1H OCEAN
15354,597.0,1112.0,2126.0,643.0,-122.33,37.57,3.625,283300.0,NEAR OCEAN
15355,597.0,1015.0,2455.0,660.0,-117.28,32.84,3.7596,381300.0,NEAR OCEAN
15356,597.0,1546.0,2717.0,662.0,-118.43,34.18,3.9099,267500.0,<1H OCEAN
15357,597.0,1527.0,3415.0,631.0,-119.02,35.44,4.0125,84400.0,INLAND
15358,597.0,1091.0,2521.0,647.0,-118.39,34.02,4.1296,322900.0,<1H OCEAN
15359,597.0,1811.0,3310.0,574.0,-122.07,37.99,4.5401,166900.0,NEAR BAY
15360,597.0,1159.0,2802.0,802.0,-117.17,32.69,4.7891,334600.0,NEAR OCEAN
15361,597.0,1693.0,3305.0,644.0,-117.58,33.66,5.2497,215000.0,<1H OCEAN
15362,597.0,1566.0,3347.0,589.0,-121.96,37.27,5.5151,286800.0,<1H OCEAN
15363,597.0,1902.0,3711.0,610.0,-118.02,33.73,5.5599,234100.0,<1H OCEAN
15364,597.0,1358.0,3424.0,597.0,-122.21,37.84,6.0194,292300.0,NEAR BAY
15365,597.0,1954.0,4269.0,618.0,-117.95,33.69,6.9261,284600.0,<1H OCEAN
15366,597.0,1577.0,4167.0,612.0,-122.1,37.38,7.5655,500001.0,NEAR BAY
15367,597.0,2144.0,4542.0,621.0,-118.52,34.3,8.8467,450700.0,<1H OCEAN
15368,598.0,2079.0,1306.0,637.0,-118.28,34.05,1.4615,275000.0,<1H OCEAN
15369,598.0,2824.0,2451.0,668.0,-118.26,34.01,1.9074,99600.0,<1H OCEAN
15370,598.0,2071.0,1657.0,579.0,-118.27,34.07,2.1135,152500.0,<1H OCEAN
15371,598.0,2419.0,2230.0,593.0,-118.2,34.02,2.3944,130700.0,<1H OCEAN
15372,598.0,1967.0,2653.0,621.0,-116.89,33.92,2.6643,81000.0,INLAND
15373,598.0,1505.0,3375.0,630.0,-120.82,37.64,2.69,201300.0,INLAND
15374,598.0,2720.0,2459.0,689.0,-117.9,33.83,2.8072,164700.0,<1H OCEAN
15375,598.0,2544.0,2073.0,614.0,-118.19,33.99,2.9054,156300.0,<1H OCEAN
15376,598.0,1680.0,2870.0,653.0,-117.93,33.84,3.2301,189900.0,<1H OCEAN
15377,598.0,1973.0,2746.0,697.0,-118.35,33.93,3.5139,192800.0,<1H OCEAN
15378,598.0,1800.0,3585.0,680.0,-120.91,38.11,3.636,133100.0,INLAND
15379,598.0,1658.0,3513.0,634.0,-124.02,40.72,3.8095,119900.0,<1H OCEAN
15380,598.0,1611.0,3756.0,662.0,-116.98,32.79,3.8667,189700.0,<1H OCEAN
15381,598.0,2117.0,2976.0,636.0,-118.07,34.0,4.1058,167300.0,<1H OCEAN
15382,598.0,1374.0,3944.0,738.0,-121.92,36.57,4.174,394400.0,NEAR OCEAN
15383,598.0,1460.0,2920.0,601.0,-118.46,34.31,4.2708,218200.0,<1H OCEAN
15384,598.0,1971.0,3512.0,632.0,-117.98,34.02,4.4653,193200.0,<1H OCEAN
15385,598.0,1624.0,4270.0,654.0,-122.21,38.41,5.5266,331300.0,INLAND
15386,598.0,1543.0,4676.0,698.0,-117.71,33.51,6.379,500001.0,<1H OCEAN
15387,598.0,1986.0,4050.0,584.0,-117.77,33.71,7.5847,375700.0,<1H OCEAN
15388,599.0,1576.0,2123.0,606.0,-121.46,38.51,1.5735,110000.0,INLAND
15389,599.0,2489.0,2395.0,627.0,-117.11,32.69,1.5933,86300.0,NEAR OCEAN
15390,599.0,1201.0,5293.0,1266.0,-116.44,33.93,1.6849,88400.0,INLAND
15391,599.0,1784.0,2197.0,623.0,-117.13,32.72,1.901,120300.0,NEAR OCEAN
15392,599.0,1153.0,2163.0,652.0,-120.66,35.29,2.084,233300.0,NEAR OCEAN
15393,599.0,2323.0,2265.0,628.0,-118.21,33.96,2.1522,155300.0,<1H OCEAN
15394,599.0,1934.0,2233.0,605.0,-118.36,34.18,2.8784,194900.0,<1H OCEAN
15395,599.0,1069.0,2182.0,630.0,-117.25,32.8,2.9781,212500.0,NEAR OCEAN
15396,599.0,1448.0,3046.0,633.0,-118.34,34.18,3.24,226900.0,<1H OCEAN
15397,599.0,1085.0,2685.0,642.0,-118.44,34.17,3.2763,279400.0,<1H OCEAN
15398,599.0,3242.0,2415.0,642.0,-117.86,33.74,3.425,165600.0,<1H OCEAN
15399,599.0,1446.0,3080.0,617.0,-122.84,38.4,3.6696,194400.0,<1H OCEAN
15400,599.0,1460.0,5261.0,763.0,-117.7,33.51,6.8279,279000.0,<1H OCEAN
15401,600.0,2048.0,1983.0,611.0,-118.28,33.96,1.5313,91400.0,<1H OCEAN
15402,600.0,2122.0,2764.0,639.0,-121.01,37.63,1.9643,74900.0,INLAND
15403,600.0,2119.0,2412.0,629.0,-118.13,34.01,2.075,151100.0,<1H OCEAN
15404,600.0,2467.0,2862.0,606.0,-119.23,35.79,2.3125,62100.0,INLAND
15405,600.0,1478.0,3725.0,783.0,-119.65,36.37,3.5486,148000.0,INLAND
15406,600.0,1793.0,3471.0,653.0,-120.98,38.34,3.5508,99100.0,INLAND
15407,600.0,2204.0,3131.0,669.0,-122.45,37.71,3.5536,251000.0,NEAR OCEAN
15408,600.0,1344.0,3295.0,764.0,-119.29,34.26,3.6007,395500.0,NEAR OCEAN
15409,600.0,1818.0,3824.0,634.0,-121.3,38.66,3.712,139000.0,INLAND
15410,600.0,1144.0,2060.0,563.0,-122.14,37.43,4.0686,378600.0,NEAR BAY
15411,600.0,1705.0,3759.0,,-121.77,39.66,4.712,158600.0,INLAND
15412,600.0,1951.0,3658.0,612.0,-121.37,36.83,4.76,216000.0,INLAND
15413,600.0,1620.0,4203.0,618.0,-117.01,32.81,5.3441,193500.0,<1H OCEAN
15414,600.0,1180.0,3940.0,657.0,-117.27,32.84,6.1025,500001.0,NEAR OCEAN
15415,600.0,1678.0,3807.0,600.0,-122.04,37.3,6.6818,411300.0,<1H OCEAN
15416,601.0,1572.0,3599.0,695.0,-122.33,41.86,2.234,58600.0,INLAND
15417,601.0,1213.0,2259.0,634.0,-117.16,32.8,2.5,177800.0,NEAR OCEAN
15418,601.0,1431.0,2787.0,587.0,-121.62,39.12,2.5469,65900.0,INLAND
15419,601.0,1234.0,2461.0,649.0,-121.9,36.6,2.8727,225000.0,NEAR OCEAN
15420,601.0,1958.0,3453.0,666.0,-120.95,37.74,3.0043,156500.0,INLAND
15421,601.0,2484.0,2514.0,595.0,-118.17,34.1,3.1146,142500.0,<1H OCEAN
15422,601.0,1578.0,2810.0,614.0,-118.29,33.89,3.59,200600.0,<1H OCEAN
15423,601.0,1520.0,2682.0,599.0,-121.35,38.01,3.5982,94400.0,INLAND
